Date,VAT Quarter,Quarter Number (HMRC),Supplier Name,Description / Memo, Gross Amount (£) , VAT (£) , Net Amount (£) ,Notes
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/BILL        IRELAND	ON 06 NOV BDC	", 39.99 , 6.67 , 33.33 ,
29/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/BILL        IRELAND	ON 28 DEC BDC	", 17.99 , 3.00 , 14.99 ,
25/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/BILL        IRELAND	ON 24 NOV BDC	", 15.99 , 2.67 , 13.33 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/BILL        IRELAND	ON 24 DEC BDC	", 15.99 , 2.67 , 13.33 ,
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/BILL        IRELAND	ON 27 JAN BDC	", 15.99 ,, 15.99 ,
03/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/BILL        IRELAND	ON 02 NOV BDC	", 6.99 , 1.17 , 5.83 ,
05/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/BILL        IRELAND	ON 02 DEC BDC	", 6.99 , 1.17 , 5.83 ,
04/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Apple,"APPLE.COM/BILL        IRELAND	ON 02 JAN BDC	", 6.99 , 1.17 , 5.83 ,
03/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ARGOS LTD,"ARGOS LTD             	ON 02 NOV BDC	", 230.00 , 38.33 , 191.67 ,
09/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ARGOS LTD,"ARGOS LTD             	ON 08 NOV BDC	", 129.99 , 21.67 , 108.33 ,
09/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ARGOS LTD,"ARGOS LTD             	ON 08 NOV BDC	", 99.99 , 16.67 , 83.33 ,
10/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ARGOS LTD,"ARGOS LTD             	ON 09 NOV BDC	", 65.98 , 11.00 , 54.98 ,
21/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ARGOS LTD,"ARGOS LTD             	ON 20 NOV BDC	", 65.25 , 10.88 , 54.38 ,
21/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ARGOS LTD,"ARGOS LTD             	ON 20 NOV BDC	", 45.00 , 7.50 , 37.50 ,
05/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,AUDRONE URBONIENE,"AUDRONE URBONIENE     	CLEANING FT	", 125.00 ,, 125.00 ,
19/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,AUDRONE URBONIENE,"AUDRONE URBONIENE     	CLEANING FT	", 80.00 ,, 80.00 ,
09/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,AUDRONE URBONIENE,"AUDRONE URBONIENE     	CLEANING FT	", 100.00 ,, 100.00 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,AUDRONE URBONIENE,"AUDRONE URBONIENE     	CLEANING FT	", 80.00 ,, 80.00 ,
04/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,B&Q LIMITED,"B&Q LTD               	ON 03 NOV BDC	", 111.00 , 18.50 , 92.50 ,
04/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Bank Charges,"CHARGES               COMMISSION FOR	PERIOD ", 8.50 ,, 8.50 ,
22/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Bank Charges,"Wise                  	ON 21 NOV BDC	", 45.00 , 7.50 , 37.50 ,
05/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Bank Charges,"CHARGES               COMMISSION FOR	PERIOD ", 8.50 ,, 8.50 ,
09/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Bank Charges,"CHARGES               COMMISSION FOR	PERIOD ", 8.50 ,, 8.50 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,BARK.COM GLOBAL LIMITED,"BARK.COM              	ON 04 NOV BDC	", 59.94 , 9.99 , 49.95 ,
05/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,BARK.COM GLOBAL LIMITED,"BARK.COM              	ON 04 DEC BDC	", 59.94 , 9.99 , 49.95 ,
06/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,BARK.COM GLOBAL LIMITED,"BARK.COM              	ON 05 JAN BDC	", 59.94 , 9.99 , 49.95 ,
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,BARK.COM GLOBAL LIMITED,"BARK.COM              	ON 26 JAN BDC	", 177.84 , 29.64 , 148.20 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,BFB0839 ROMFORD,"BFB0839 ROMFORD       	ON 26 DEC BDC	"," 2,300.00 ", 383.33 ," 1,916.67 ",
30/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,BIZZ DIRECTIONS INC LTD,"BIZZ DIRECTIONS UK    	INVOICE BBP	"," 1,000.00 ",," 1,000.00 ",
14/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,BLUE BIRD HOUSING LTD,"BLUE BIRD HOUSING     	79 HOE STREET E17 STO"," 1,458.33 ", 243.06 ," 1,215.28 ",
12/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,BLUE BIRD HOUSING LTD,"BLUE BIRD HOUSING     	79 HOE STREET E17 STO"," 1,458.33 ", 243.06 ," 1,215.28 ",
12/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,BLUE BIRD HOUSING LTD,"BLUE BIRD HOUSING     	79 HOE STREET E17 STO"," 1,458.33 ", 243.06 ," 1,215.28 ",
30/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,BP,"BP MOTO TODDINGTON    	ON 28 JAN BDC	", 104.38 , 17.40 , 86.98 ,
01/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,BRITANNIA PARKING LIMITED,"BRITANNIA PARKING     	ON 30 NOV BDC	", 60.00 , 10.00 , 50.00 ,
05/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,British Assessment Bureau,"BRITISH ASSESSMENT    	BAB74485 BBP	"," 5,359.20 ", 893.20 ," 4,466.00 ",
13/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,British Assessment Bureau,"BRITISH ASSESSMENT    	BAB75327 BBP	"," 1,159.20 ", 193.20 , 966.00 ,
14/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,BSM DRIVING SCHOOL,"BSM DRIVING SCHOOL    	ON 11 NOV BDC	", 261.00 ,, 261.00 ,
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,CASTLE WATER LTD,"CASTLE WATER LTD      	TW6717224001 DDR	", 12.57 ,, 12.57 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,CASTLE WATER LTD,"CASTLE WATER LTD      	TW6717224001 DDR	", 12.57 ,, 12.57 ,
30/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,CASTLE WATER LTD,"CASTLE WATER LTD      	TW6717224001 DDR	", 12.57 ,, 12.57 ,
15/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,CAW CONSULTANCY LIMITED,"CRAIG A WILLETTS      	CAW GFM 11 FT	", 350.00 ,, 350.00 ,
14/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,CLOUDWAYSLTD,"CloudwaysLTD          MALTA	AMOUNT IN USD	14", 128.68 ,, 128.68 ,
13/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,CLOUDWAYSLTD,"CloudwaysLTD          MALTA	AMOUNT IN USD	14", 122.80 ,, 122.80 ,
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,COINRULE LIMITED,"Coinrule Limited      AMOUNT IN USD	39.99	ON", 34.08 , 5.68 , 28.40 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,COINRULE LIMITED,"Coinrule Limited      AMOUNT IN USD	39.99	ON", 34.22 , 5.70 , 28.52 ,
25/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Delta Force Group Ltd ,"DELTA FORCE GROUP     	AS INVOICED BBP	"," 11,114.40 "," 1,852.40 "," 9,262.00 ",
08/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,DP World,"DPD WL                	ON 07 NOV BDC	", 23.65 , 3.94 , 19.71 ,
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,DPM SECURITY MANAGEMENT LTD,"DPM SECURITY MANAG    	AS PER INVIOCE BBP	"," 4,500.00 ", 750.00 ," 3,750.00 ",
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,DPM SECURITY MANAGEMENT LTD,"DPM SECURITY MANAG    	AS PER INVIOCE BBP	"," 7,500.00 "," 1,250.00 "," 6,250.00 ",
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,DPM SECURITY MANAGEMENT LTD,"DPM SECURITY MANAG    	AS PER INVIOCE BBP	"," 12,000.00 "," 2,000.00 "," 10,000.00 ",
14/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Dropbox,"Dropbox               IRELAND	ON 13 NOV BDC	", 9.99 ,, 9.99 ,
14/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,Dropbox,"Dropbox               IRELAND	ON 13 DEC BDC	", 9.99 ,, 9.99 ,
12/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Dropbox,"Dropbox               IRELAND	ON 11 JAN BDC	", 95.88 ,, 95.88 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Dropbox,"Dropbox               IRELAND	ON 13 JAN BDC	", 9.99 ,, 9.99 ,
02/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,DVLA VECHICLE TAX,"DVLA-BD21VXN          	000000000052339988 DD", 273.00 ,, 273.00 ,
15/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,DVLA VECHICLE TAX,"DVLA-VX71XUF          000000000055494130	FIR", 45.50 ,, 45.50 ,
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,DVLA VECHICLE TAX,"DVLA-VX71XUF          	000000000055494130 DD", 45.50 ,, 45.50 ,
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,EASTWOOD INVESTMENT,"EASTWOOD INVESTMEN    	ON 01 JAN CLP	", 93.00 ,, 93.00 ,
24/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,EE LIMITED,"EE LIMITED            	Q75528830373697348 DD", 90.30 , 15.05 , 75.25 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,EE LIMITED,"EE LIMITED            	Q75528830381856452 DD", 71.66 , 11.94 , 59.72 ,
24/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,EE LIMITED,"EE LIMITED            	Q75528830390036331 DD", 64.42 , 10.74 , 53.68 ,
09/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK QECLVKPRY2     IRELAND	AMOUNT IN PKR	", 162.44 ,, 162.44 ,
24/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK ZSMCNKPQY2     IRELAND	AMOUNT IN PKR	", 232.70 ,, 232.70 ,
25/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK UKSCWJTRY2     IRELAND	AMOUNT IN PKR	", 229.32 ,, 229.32 ,
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK BQYZNKBRY2     IRELAND	AMOUNT IN PKR	", 380.91 ,, 380.91 ,
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK YK8HMK3RY2     IRELAND	AMOUNT IN PKR	", 380.91 ,, 380.91 ,
30/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK DY4HPK3RY2     IRELAND	AMOUNT IN PKR	", 113.79 ,, 113.79 ,
30/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK TQN6BKXQY2     IRELAND	AMOUNT IN PKR	", 384.55 ,, 384.55 ,
01/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"PAYPAL *FACEBOOK F    IRELAND	ON 30 NOV CPM	", 17.00 ,, 17.00 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK N5M3XK7RY2     IRELAND	AMOUNT IN PKR	", 103.09 ,, 103.09 ,
30/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,FACEBOOK,"FACEBK *ZKQZGMPQY2    IRELAND	AMOUNT IN PKR	", 169.22 ,, 169.22 ,
23/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,First Allied Facilities Ltd,"FIRST ALLIED FACIL    	AS INVOICED BBP	"," 2,945.00 ", 490.83 ," 2,454.17 ",
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,First Allied Facilities Ltd,"FIRST ALLIED FACIL    	AS INVOICED BBP	"," 2,945.00 ", 490.83 ," 2,454.17 ",
25/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,First Allied Facilities Ltd,"FIRST ALLIED FACIL    	AS INVOICED BBP	"," 2,762.50 ", 460.42 ," 2,302.08 ",
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,First Choice FM Ltd,"FIRST CHOICE FM LT    	AS INVOICED BBP	"," 2,364.00 ", 394.00 ," 1,970.00 ",
11/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,First4Freelancers Ltd,"FIRST4FREELANCERS     	GUARDIANFM BBP	"," 11,000.00 "," 1,833.33 "," 9,166.67 ",
11/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,First4Freelancers Ltd,"FIRST4FREELANCERS     	GUARDIANFM FT	"," 50,000.00 "," 8,333.33 "," 41,666.67 ",
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,First4Freelancers Ltd,"FIRST4FREELANCERS     	GUARDIANFM FT	"," 25,000.00 "," 4,166.67 "," 20,833.33 ",
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Footasylum,"Footasylum Limited    	ON 01 JAN BDC	", 287.04 , 47.84 , 239.20 ,
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,FURNITURE VILLAGE,"FURNITURE VILLAGE     	ON 27 NOV BDC	"," 1,000.00 ", 166.67 , 833.33 ,
13/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,FURNITURE VILLAGE,"FURNITURE VILLAGE     	ON 12 DEC BDC	"," 1,500.00 ", 250.00 ," 1,250.00 ",
23/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,GETADDRESS.IO,"GETADDRESS.IO         	ON 22 NOV BDC	", 14.40 , 2.40 , 12.00 ,
23/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,GETADDRESS.IO,"GETADDRESS.IO         	ON 22 DEC BDC	", 14.40 , 2.40 , 12.00 ,
23/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,GETADDRESS.IO,"GETADDRESS.IO         	ON 22 JAN BDC	", 14.40 , 2.40 , 12.00 ,
03/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,GODADDY,"DNH*GODADDY.COM EU    	ON 02 NOV BDC	", 47.95 ,, 47.95 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,GODADDY,"DNH*GO DADDY EUROP    	ON 05 NOV BDC	", 5.99 ,, 5.99 ,
17/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,GODADDY,"DNH*GO DADDY EUROP    	ON 15 NOV BDC	", 21.54 ,, 21.54 ,
06/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,GODADDY,"DNH*GODADDY.COM EU    	ON 05 DEC BDC	", 5.99 ,, 5.99 ,
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Gokyuzu walthamsto,"Gokyuzu walthamsto    	ON 02 JAN CLP	", 99.33 , 16.56 , 82.78 ,
02/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,GOOGLE,"PAYPAL *GOOGLE YOU    	ON 01 NOV BDC	", 11.99 ,, 11.99 ,
29/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,GOOGLE,"GOOGLE *Google Sto    	ON 28 NOV BDC	", 1.59 ,, 1.59 ,
02/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,GOOGLE,"PAYPAL *GOOGLE YOU    	ON 01 DEC BDC	", 11.99 ,, 11.99 ,
29/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,GOOGLE,"GOOGLE *Google Sto    	ON 28 DEC BDC	", 1.59 ,, 1.59 ,
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,GOOGLE,"PAYPAL *GOOGLE YOU    	ON 01 JAN BDC	", 11.99 ,, 11.99 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,GOOGLE,"PAYPAL *GOOGLE YOU    	ON 14 JAN BDC	", 13.99 ,, 13.99 ,
14/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,GREENMAN SERVICES,"GREENMAN SERVICES    	ON 12 NOV BDC	", 166.97 , 27.83 , 139.14 ,
08/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,HALIFAX,"HALIFAX               5253031518409600	FIRST", 445.61 , 74.27 , 371.34 ,
23/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Impax Security Services Ltd,"IMPAX SECURITY SER    	AS INVOICED BBP	"," 6,229.02 "," 1,038.17 "," 5,190.85 ",
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Impax Security Services Ltd,"IMPAX SECURITY SER    	AS INVOICED BBP	"," 6,930.00 "," 1,155.00 "," 5,775.00 ",
25/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Impax Security Services Ltd,"IMPAX SECURITY SER    	AS INVOICED BBP	"," 4,389.25 ", 731.54 ," 3,657.71 ",
02/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,INTUIT LIMITED,"INTUIT LIMITED        	00017NGNU0O4Q-00RT DD", 7.20 , 1.20 , 6.00 ,
05/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,INTUIT LIMITED,"INTUIT LIMITED        	00017NGNU0O4Q-00RT DD", 7.20 , 1.20 , 6.00 ,
05/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,INTUIT LIMITED,"INTUIT LIMITED        	00017NGNU0O4Q-00RT DD", 7.20 , 1.20 , 6.00 ,
10/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,IONOS CLOUD LIMITED,"1 AND 1 IONOS LTD     	ON 08 NOV BDC	", 2.40 , 0.40 , 2.00 ,
12/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,IONOS CLOUD LIMITED,"1 AND 1 IONOS LTD     	ON 08 DEC BDC	", 2.40 , 0.40 , 2.00 ,
21/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 NOV BDC	", 210.00 , 35.00 , 175.00 ,
21/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 NOV BDC	", 100.44 , 16.74 , 83.70 ,
19/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,IW GROUP SERVICES,"IW GROUP SERVICES     	ON 18 DEC BDC	", 100.44 , 16.74 , 83.70 ,
30/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,KERVAN KITCHEN,"KERVAN KITCHEN        	ON 29 JAN BDC	", 107.50 , 17.92 , 89.58 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,LEELA KUNALA,"LEELA KUNALA          	PAY GRP	", 163.60 ,, 163.60 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,LIAM BROOKES,"LIAM BROOKES          	TRAINING FT	", 90.00 ,, 90.00 ,
25/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,LIAM BROOKES,"LIAM BROOKES          	TRAINING FT	", 240.00 ,, 240.00 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,LINKEDIN LTD,"LinkedIn 842900176    IRELAND	ON 05 NOV CPM	", 69.98 ,, 69.98 ,
15/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,LINKEDIN LTD,"LinkedIn 846020540    IRELAND	ON 14 NOV BDC	", 95.99 ,, 95.99 ,
06/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,LINKEDIN LTD,"LinkedIn 814151581    IRELAND	ON 05 DEC CPM	", 69.98 ,, 69.98 ,
15/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,LINKEDIN LTD,"LinkedIn 816531820    IRELAND	ON 14 DEC BDC	", 95.99 ,, 95.99 ,
06/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,LINKEDIN LTD,"LinkedIn 861339122    IRELAND	ON 05 JAN CPM	", 69.98 ,, 69.98 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,LINKEDIN LTD,"LinkedIn 864264575    IRELAND	ON 14 JAN CPM	", 95.99 ,, 95.99 ,
15/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,London Borough of Havering,"L B HAVERING          532396899	FIRST DDR PA", 298.00 ,, 298.00 ,
15/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,London Borough of Havering,"L B HAVERING          	532396899 DDR	", 298.00 ,, 298.00 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,London Borough of Havering,"L B HAVERING          	532396899 DDR	", 298.00 ,, 298.00 ,
21/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,LYCAMOBILE,"LYCAMOBILE UK LTD     	ON 19 NOV BDC	", 10.00 , 1.67 , 8.33 ,
22/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,LYCAMOBILE,"LYCAMOBILE            	ON 21 NOV BDC	", 15.00 , 2.50 , 12.50 ,
21/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,LYCAMOBILE,"LYCAMOBILE UK LTD     	ON 20 DEC BDC	", 10.00 , 1.67 , 8.33 ,
23/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,LYCAMOBILE,"LYCAMOBILE UK LTD     	ON 21 DEC BDC	", 15.00 , 2.50 , 12.50 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,MA Facilities Limited ,"MA FACILITIES LIMI    	AS INVOICED BBP	"," 1,858.00 ", 309.67 ," 1,548.33 ",
03/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,MA Facilities Limited ,"MA FACILITIES LIMI    	AS INVOICED BBP	"," 5,471.00 ", 911.83 ," 4,559.17 ",
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Man Guard Security Services Ltd,"MANGUARD LTD          	AS PER INVOICE FT	"," 1,140.00 ", 190.00 , 950.00 ,
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,MICROSOFT LIMITED,"PAYPAL *MICROSOFT     	ON 26 NOV BDC	", 10.99 ,, 10.99 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,MICROSOFT LIMITED,"PAYPAL *MICROSOFT     	ON 26 DEC BDC	", 10.99 ,, 10.99 ,
27/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,MICROSOFT LIMITED,"PAYPAL *MICROSOFT     	ON 26 JAN BDC	", 10.99 ,, 10.99 ,
16/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,MICROSOFT LIMITED,"MSFT * E0300L1P8U     	ON 16 NOV BDC	", 11.28 ,, 11.28 ,
16/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,MICROSOFT LIMITED,"MSFT * E0300LG5JU     	ON 16 DEC BDC	", 11.28 ,, 11.28 ,
16/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,MICROSOFT LIMITED,"MSFT * E0300LU4GC     	ON 16 JAN BDC	", 11.28 ,, 11.28 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,MMBA ACCOUNTANTS LIMITED,"GOCARDLESS            	TZACO-X8QDNZZVJHKS DD", 400.00 ,, 400.00 ,
05/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,MMBA ACCOUNTANTS LIMITED,"GOCARDLESS            	TZACO-X8QDNZZVJHKS DD", 400.00 ,, 400.00 ,
05/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,MMBA ACCOUNTANTS LIMITED,"GOCARDLESS            	TZACO-X8QDNZZVJHKS DD", 400.00 ,, 400.00 ,
07/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,MONEYCLAIM,"WWW.MONEYCLAIM.GOV    	ON 04 NOV BDC	"," 4,967.27 ",," 4,967.27 ",
19/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,MONROSE CARPETS,"MONROSE CARPETS FU    	ON 18 JAN BDC	", 200.00 , 33.33 , 166.67 ,
23/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,Mughal Multiple Services Ltd ,"MUGHAL MULTIPLE SE    	INVOICE BBP	"," 2,976.70 ", 496.12 ," 2,480.58 ",
25/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Mughal Multiple Services Ltd ,"MUGHAL MULTIPLE SE    	AS INVOICED BBP	"," 2,500.00 ", 416.67 ," 2,083.33 ",
30/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,Mughal Multiple Services Ltd ,"MUGHAL MULTIPLE SE    	AS INVOICED BBP	"," 8,500.00 "," 1,416.67 "," 7,083.33 ",
08/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,NOVATECH UK LTD,"NOVATECH UK LTD       	91934 BBP	"," 4,500.00 ", 750.00 ," 3,750.00 ",
12/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,NOVATECH UK LTD,"NOVATECH UK LTD       	91934 FT	"," 3,000.00 ", 500.00 ," 2,500.00 ",
12/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,NOVATECH UK LTD,"NOVATECH UK LTD       	91934 FT	"," 7,500.00 "," 1,250.00 "," 6,250.00 ",
19/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,NOVOTEL LIVERPOOL,"NOVOTEL LIVERPOOL     	ON 18 JAN BDC	", 81.50 , 13.58 , 67.92 ,
01/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,NPB SECURITY LTD,"NPB SECURITY LTD      	AS INVOICED FT	"," 2,661.00 ", 443.50 ," 2,217.50 ",
28/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,NPB SECURITY LTD,"NPB SECURITY LTD      	AS INVOICED BBP	"," 5,003.25 ", 833.88 ," 4,169.38 ",
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,NPB SECURITY LTD,"NPB SECURITY LTD      	AS INVOICED BBP	"," 3,539.00 ", 589.83 ," 2,949.17 ",
25/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,NPB SECURITY LTD,"NPB SECURITY LTD      	AS INVOICED BBP	"," 4,068.75 ", 678.13 ," 3,390.63 ",
31/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,OCTOPUS ENERGY LTD,"OCTOPUS ENERGY LTD    	ON 30 JAN BDC	", 289.86 , 48.31 , 241.55 ,
23/11/2022,7. Nov'22 to Jan'23,Q1 - 2023,ONE CALL INSURANCE,"ONE CALL INSURANCE    	OCAS03336 DDR	", 29.94 ,, 29.94 ,
23/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,ONE CALL INSURANCE,"ONE CALL INSURANCE    	OCAS03336 DDR	", 29.94 ,, 29.94 ,
23/01/2023,7. Nov'22 to Jan'23,Q1 - 2023,ONE CALL INSURANCE,"ONE CALL INSURANCE    	OCAS03336 DDR	", 29.94 ,, 29.94 ,
28/12/2022,7. Nov'22 to Jan'23,Q1 - 2023,One.com,"One.com               SWEDEN	ON 26 DEC BDC	", 20.39 ,, 20.39 ,
